Species,Genus,Genome_id
Kytococcus schroeteri,Kytococcus,138300.6
Kytococcus sedentarius,Kytococcus,1276.7
Kytococcus sp. HMSC28H12,Kytococcus,1581067.4
Lachnoanaerobaculum orale,Lachnoanaerobaculum,979627.3
Lachnoanaerobaculum saburreum,Lachnoanaerobaculum,887325.3
Lachnoanaerobaculum sp.,Lachnoanaerobaculum,2049030.3
Lachnoanaerobaculum sp. KCOM 2030,Lachnoanaerobaculum,2490855.3
Lachnoanaerobaculum sp. OBRC5-5,Lachnoanaerobaculum,1125778.3
Lachnoanaerobaculum umeaense,Lachnoanaerobaculum,617123.56
Lachnoclostridium edouardi,Lachnoclostridium,1926283.3
Lachnoclostridium pacaense,Lachnoclostridium,1917870.4
Lachnoclostridium sp.,Lachnoclostridium,2028282.24
Lachnoclostridium sp. SNUG30099,Lachnoclostridium,2126738.3
Lachnoclostridium sp. SNUG30370,Lachnoclostridium,2126739.4
Lachnoclostridium sp. SNUG30386,Lachnoclostridium,2126740.3
Lachnospiraceae bacterium,,1898203.8
Lachnospiraceae bacterium 1_1_57FAA,,658081.3
Lachnospiraceae bacterium 1_4_56FAA,,658655.3
Lachnospiraceae bacterium 2_1_46FAA,,742723.3
Lachnospiraceae bacterium 2_1_58FAA,,658082.3
Lachnospiraceae bacterium 3_1_46FAA,,665950.3
Lachnospiraceae bacterium 3_1_57FAA_CT1,,658086.3
Lachnospiraceae bacterium 4_1_37FAA,,552395.3
Lachnospiraceae bacterium 5_1_57FAA,,658085.3
Lachnospiraceae bacterium 5_1_63FAA,,658089.3
Lachnospiraceae bacterium 6_1_63FAA,,658083.3
Lachnospiraceae bacterium 8_1_57FAA,,665951.3
Lachnospiraceae bacterium 9_1_43BFAA,,658088.3
Lachnospiraceae bacterium AM10-38,,2292902.3
Lachnospiraceae bacterium AM21-21,,2292903.3
Lachnospiraceae bacterium AM23-2LB,,2302964.3
Lachnospiraceae bacterium AM23-7LB,,2292904.3
Lachnospiraceae bacterium AM25-11LB,,2302970.3
Lachnospiraceae bacterium AM25-17,,2302974.3
Lachnospiraceae bacterium AM25-22,,2302971.3
Lachnospiraceae bacterium AM25-27,,2292905.3
Lachnospiraceae bacterium AM25-39,,2302972.3
Lachnospiraceae bacterium AM25-40,,2302973.3
Lachnospiraceae bacterium AM26-1LB,,2292906.3
Lachnospiraceae bacterium AM40-2BH,,2302965.3
Lachnospiraceae bacterium AM48-27BH,,2292271.3
Lachnospiraceae bacterium CAG,,1262985.4
Lachnospiraceae bacterium Choco86,,2109690.3
Lachnospiraceae bacterium GAM79,,2109691.3
Lachnospiraceae bacterium KGMB03038,,2594789.3
Lachnospiraceae bacterium OF09-33XD,,2292273.3
Lachnospiraceae bacterium OF09-6,,2293831.3
Lachnospiraceae bacterium OF11-28,,2305244.3
Lachnospiraceae bacterium OM02-26,,2292908.3
Lachnospiraceae bacterium OM02-3,,2302967.3
Lachnospiraceae bacterium OM02-31,,2302968.3
Lachnospiraceae bacterium OM04-12BH,,2292272.3
Lachnospiraceae bacterium TF01-11,,1703332.4
Lachnospiraceae bacterium TF09-5,,2302969.3
Lachnospiraceae bacterium TF10-8AT,,2292907.3
Lachnospiraceae bacterium TM07-2AC,,2302966.3
Lachnospiraceae bacterium VE202-12,,1232455.3
Lachnospiraceae bacterium VE202-23,,1232456.3
Lachnospiraceae bacterium oral taxon 082,,861454.3
Lachnospiraceae bacterium oral taxon 096,,712982.3
Lachnospiraceae bacterium oral taxon 500,,712991.3
Lachnotalea sp. AF33-28,Lachnotalea,2292046.3
Lactobacillus acidophilus,Lactobacillus,1579.22
Lactobacillus agilis,Lactobacillus,1601.5
Lactobacillus amylolyticus,Lactobacillus,585524.3
Lactobacillus amylovorus,Lactobacillus,1604.83
Lactobacillus amylovorus CAG,Lactobacillus,1263084.3
Lactobacillus animalis,Lactobacillus,1605.23
Lactobacillus antri,Lactobacillus,525309.3
Lactobacillus brevis,Lactobacillus,649758.3
Lactobacillus brevis subsp. gravesensis,Lactobacillus,525310.3
Lactobacillus buchneri,Lactobacillus,525318.3
Lactobacillus casei,Lactobacillus,1051650.4
Lactobacillus coleohominis,Lactobacillus,575594.3
Lactobacillus crispatus,Lactobacillus,575595.3
Lactobacillus curvatus,Lactobacillus,28038.102
Lactobacillus delbrueckii,Lactobacillus,1584.14
Lactobacillus delbrueckii subsp. bulgaricus,Lactobacillus,784613.4
Lactobacillus delbrueckii subsp. lactis,Lactobacillus,888027.3
Lactobacillus fermentum,Lactobacillus,575599.3
Lactobacillus gasseri,Lactobacillus,1346615.3
Lactobacillus gastricus,Lactobacillus,1423749.3
Lactobacillus helveticus,Lactobacillus,585520.4
Lactobacillus hilgardii,Lactobacillus,525327.3
Lactobacillus hominis,Lactobacillus,872328.3
Lactobacillus iners,Lactobacillus,713605.5
Lactobacillus jensenii,Lactobacillus,575605.3
Lactobacillus johnsonii,Lactobacillus,525330.3
Lactobacillus kalixensis,Lactobacillus,1423763.3
Lactobacillus kefiranofaciens,Lactobacillus,267818.3
Lactobacillus kefiri,Lactobacillus,33962.6
Lactobacillus kisonensis,Lactobacillus,797516.3
Lactobacillus mucosae,Lactobacillus,97478.10
Lactobacillus oris,Lactobacillus,1423779.3
Lactobacillus parabuchneri,Lactobacillus,1423784.4
Lactobacillus paracasei,Lactobacillus,1597.435
Lactobacillus paracasei subsp. paracasei,Lactobacillus,537973.8
Lactobacillus parafarraginis,Lactobacillus,797515.3
Lactobacillus paragasseri,Lactobacillus,525326.3
Lactobacillus pentosus,Lactobacillus,1136177.4
Lactobacillus plantarum,Lactobacillus,1590.75
Lactobacillus plantarum subsp. plantarum,Lactobacillus,525338.3
Lactobacillus pontis,Lactobacillus,35787.3
Lactobacillus reuteri,Lactobacillus,1598.864
Lactobacillus rhamnosus,Lactobacillus,1408180.3
Lactobacillus ruminis,Lactobacillus,525362.3
Lactobacillus ruminis CAG,Lactobacillus,1263085.3
Lactobacillus saerimneri,Lactobacillus,1227363.6
Lactobacillus sakei,Lactobacillus,1599.87
Lactobacillus salivarius,Lactobacillus,768728.4
Lactobacillus saniviri,Lactobacillus,1293598.4
Lactobacillus senioris,Lactobacillus,1423802.4
Lactobacillus sp. DS13_6,Lactobacillus,2163181.3
Lactobacillus sp. DS15_6,Lactobacillus,2153226.3
Lactobacillus sp. DS18_6,Lactobacillus,2163180.3
Lactobacillus sp. DS1_6,Lactobacillus,2153230.3
Lactobacillus sp. DS22_6,Lactobacillus,2153227.3
Lactobacillus sp. DS2_6,Lactobacillus,2153225.3
Lactobacillus sp. DS3_6,Lactobacillus,2153228.3
Lactobacillus sp. DS9_6,Lactobacillus,2153229.3
Lactobacillus sp. HMSC056D05,Lactobacillus,1739473.3
Lactobacillus sp. HMSC061B07,Lactobacillus,1739373.3
Lactobacillus sp. HMSC064F12,Lactobacillus,1715146.3
Lactobacillus sp. HMSC066G01,Lactobacillus,1739342.3
Lactobacillus sp. HMSC068B07,Lactobacillus,1715120.3
Lactobacillus sp. HMSC068F07,Lactobacillus,1739365.3
Lactobacillus sp. HMSC072E07,Lactobacillus,1715100.3
Lactobacillus sp. HMSC073B09,Lactobacillus,1739438.3
Lactobacillus sp. HMSC073D04,Lactobacillus,1739528.3
Lactobacillus sp. HMSC075D02,Lactobacillus,1739469.3
Lactobacillus sp. HMSC077C11,Lactobacillus,1715170.3
Lactobacillus sp. HMSC078F07,Lactobacillus,1715181.3
Lactobacillus sp. HMSC08B12,Lactobacillus,1581136.3
Lactobacillus sp. HMSC17G08,Lactobacillus,1581051.3
Lactobacillus sp. HMSC24D01,Lactobacillus,1581062.3
Lactobacillus sp. HMSC25A02,Lactobacillus,1581063.4
Lactobacillus sp. N15.MGS-260,Lactobacillus,1637506.3
Lactobacillus sp. N54.MGS-719,Lactobacillus,1637512.3
Lactobacillus sp. c10Ua161M,Lactobacillus,2508708.3
Lactobacillus sp. c10Ua232AE,Lactobacillus,2508709.3
Lactobacillus ultunensis,Lactobacillus,525365.3
Lactobacillus vaginalis,Lactobacillus,525366.3
Lactobacillus zeae,Lactobacillus,57037.7
Lactococcus garvieae,Lactococcus,998087.5
Lactococcus lactis,Lactococcus,1358.410
Lactococcus lactis subsp. lactis,Lactococcus,929102.27
Lactococcus petauri,Lactococcus,1940789.4
Lactonifactor longoviformis,Lactonifactor,341220.3
Lactonifactor sp. BIOML-A1,Lactonifactor,2584654.3
Lactonifactor sp. BIOML-A2,Lactonifactor,2584655.3
Lactonifactor sp. BIOML-A3,Lactonifactor,2584656.3
Lactonifactor sp. BIOML-A4,Lactonifactor,2584657.4
Lactonifactor sp. BIOML-A5,Lactonifactor,2584658.3
Lactonifactor sp. BIOML-A6,Lactonifactor,2584659.3
Lactonifactor sp. BIOML-A7,Lactonifactor,2584660.3
Lampropedia cohaerens,Lampropedia,1610491.6
Laribacter hongkongensis,Laribacter,1122157.5
Lautropia mirabilis,Lautropia,887898.3
Lautropia sp.,Lautropia,2053568.4
Lautropia sp. KCOM 2505,Lautropia,2490857.3
Lawsonella clevelandensis,Lawsonella,1528099.158
Lawsonibacter asaccharolyticus,Lawsonibacter,2108523.6
Leclercia adecarboxylata,Leclercia,83655.105
Leclercia sp. LSNIH1,Leclercia,1920114.3
Leclercia sp. LSNIH2,Leclercia,1920115.3
Leclercia sp. LSNIH3,Leclercia,1920116.3
Leclercia sp. LSNIH4,Leclercia,1920117.3
Leclercia sp. LSNIH5,Leclercia,1920118.3
Leclercia sp. LSNIH6,Leclercia,1920119.3
Leclercia sp. LSNIH7,Leclercia,1920120.3
Leclercia sp. LSNIH8,Leclercia,1920136.3
Leclercia sp. W17,Leclercia,2282309.3
Leclercia sp. W6,Leclercia,2282310.3
Legionella anisa,Legionella,1230343.3
Legionella birminghamensis,Legionella,28083.5
Legionella cincinnatiensis,Legionella,28085.5
Legionella clemsonensis,Legionella,1867846.3
Legionella hackeliae,Legionella,449.7
Legionella jamestowniensis,Legionella,455.11
Legionella jordanis,Legionella,456.14
Legionella lansingensis,Legionella,45067.4
Legionella longbeachae,Legionella,638315.3
Legionella pneumophila,Legionella,423212.4
Legionella pneumophila subsp. fraseri,Legionella,91892.11
Legionella pneumophila subsp. pneumophila,Legionella,933091.3
Legionella quinlivanii,Legionella,45073.6
Legionella sainthelensi,Legionella,28087.8
Legionella sp. 13.8642,Legionella,2259147.3
Legionella steelei,Legionella,947033.5
Legionella tucsonensis,Legionella,40335.7
Legionella wadsworthii,Legionella,28088.5
Leifsonia xyli,Leifsonia,1575.3
Lelliottia amnigena,Lelliottia,1439331.3
Leminorella grimontii,Leminorella,1005999.12
Leminorella richardii,Leminorella,158841.3
Lentisphaerae bacterium,,1932692.6
Leptospira alexanderi,Leptospira,100053.6
Leptospira borgpetersenii,Leptospira,1049762.3
Leptospira interrogans,Leptospira,1085541.3
Leptospira kirschneri,Leptospira,1240688.3
Leptospira kmetyi,Leptospira,408139.4
Leptospira licerasiae,Leptospira,1049972.3
Leptospira mayottensis,Leptospira,1192864.3
Leptospira noguchii,Leptospira,1085540.3
Leptospira santarosai,Leptospira,1085549.3
Leptospira sp. Fiocruz LV3954,Leptospira,1193012.3
Leptospira sp. Fiocruz LV4135,Leptospira,1193013.3
Leptospira venezuelensis,Leptospira,1958811.3
Leptospira weilii,Leptospira,1851191.3
Leptospira wolffii,Leptospira,1193069.3
Leptotrichia goodfellowii,Leptotrichia,714315.3
Leptotrichia hofstadii,Leptotrichia,1122171.3
Leptotrichia massiliensis,Leptotrichia,1852388.3
Leptotrichia shahii,Leptotrichia,1122172.3
Leptotrichia sp.,Leptotrichia,104608.4
Leptotrichia sp. oral taxon 212,Leptotrichia,712357.3
Leptotrichia sp. oral taxon 215,Leptotrichia,1321779.3
Leptotrichia sp. oral taxon 225,Leptotrichia,1321774.3
Leptotrichia sp. oral taxon 498,Leptotrichia,712368.3
Leptotrichia sp. oral taxon 847,Leptotrichia,1785996.3
Leptotrichia sp. oral taxon 879,Leptotrichia,1227268.3
Leptotrichia trevisanii,Leptotrichia,109328.8
Leptotrichia wadei,Leptotrichia,1122174.3
Leucobacter massiliensis,Leucobacter,1686285.3
Leuconostoc carnosum,Leuconostoc,1252.22
Leuconostoc citreum,Leuconostoc,33964.15
Leuconostoc gelidum subsp. gasicomitatum,Leuconostoc,115778.12
Leuconostoc lactis,Leuconostoc,1246.49
Leuconostoc mesenteroides,Leuconostoc,1245.136
Leuconostoc mesenteroides subsp. cremoris,Leuconostoc,586220.3
Leuconostoc sp. DORA_2,Leuconostoc,1403934.3
Listeria fleischmannii,Listeria,1430899.3
Listeria grayi,Listeria,525367.9
Listeria innocua,Listeria,1002366.3
Listeria monocytogenes,Listeria,1126011.4
Listeria newyorkensis,Listeria,1497681.5
Longibaculum sp. KGMB06250,Longibaculum,2584943.3
Luteimonas sp. 83-4,Luteimonas,2172536.3
Lysinibacillus sphaericus,Lysinibacillus,1421.72
Macrococcus bohemicus,Macrococcus,1903056.3
Macrococcus caseolyticus subsp. hominis,Macrococcus,1891096.3
Macrococcus epidermidis,Macrococcus,1902580.3
Macrococcus goetzii,Macrococcus,1891097.3
Mageeibacillus indolicus,Mageeibacillus,1284702.4
Marvinbryantia formatexigens,Marvinbryantia,478749.5
Massilia timonae,Massilia,883126.3
Massilioclostridium sp.,Massilioclostridium,1935928.3
Mediterraneibacter sp. gm002,Mediterraneibacter,2527876.3
Megamonas funiformis,Megamonas,437897.11
Megamonas funiformis CAG,Megamonas,1263086.3
Megamonas hypermegale,Megamonas,657316.3
Megamonas rupellensis,Megamonas,491921.5
Megasphaera elsdenii,Megasphaera,907.14
Megasphaera elsdenii CAG,Megasphaera,1263087.3
Megasphaera genomosp. type_1,Megasphaera,699218.3
Megasphaera genomosp. type_2,Megasphaera,699193.3
Megasphaera massiliensis,Megasphaera,1232428.39
Megasphaera sp.,Megasphaera,2023260.11
Megasphaera sp. AM44-1BH,Megasphaera,2292358.3
Megasphaera sp. ASD88,Megasphaera,2027407.3
Megasphaera sp. BIOML-A1,Megasphaera,2584661.3
Megasphaera sp. BIOML-A2,Megasphaera,2584662.3
Megasphaera sp. BL7,Megasphaera,1285585.3
Megasphaera sp. DISK 18,Megasphaera,1776081.4
Megasphaera sp. MJR8396C,Megasphaera,1603888.3
Megasphaera sp. NM10,Megasphaera,1273103.4
Megasphaera sp. UPII 135-E,Megasphaera,1000569.4
Megasphaera sp. UPII 199-6,Megasphaera,1000568.3
Melissococcus sp. OM08-11BH,Melissococcus,2293110.3
Merdimonas faecis,Merdimonas,1653435.3
Meridianimaribacter sp. CL38,Meridianimaribacter,2213021.3
Mesorhizobium sp. NBIMC_P2-C1,Mesorhizobium,1320555.3
Mesorhizobium sp. NBIMC_P2-C2,Mesorhizobium,1320557.3
Mesorhizobium sp. NBIMC_P2-C3,Mesorhizobium,1320556.3
Mesorhizobium sp. NBIMC_P2-C4,Mesorhizobium,1380604.3
Mesosutterella multiformis,Mesosutterella,2259133.3
Metakosakonia massiliensis,Metakosakonia,1095768.3
Metakosakonia sp. MRY16-398,Metakosakonia,2487150.3
Methanobacterium sp. MB1,Methanobacterium,1379702.4
Methanobrevibacter oralis,Methanobrevibacter,66851.6
Methanobrevibacter smithii,Methanobrevibacter,521002.11
Methanobrevibacter smithii CAG,Methanobrevibacter,1263088.3
Methanoculleus sp. CAG,Methanoculleus,1262903.3
Methanomassiliicoccales archaeon Mx-02,,1820005.3
Methanomassiliicoccales archaeon Mx-03,,1820006.3
Methanomassiliicoccales archaeon Mx-06,,1820007.3
Methanomassiliicoccus luminyensis,Methanomassiliicoccus,1175296.12
Methanosphaera sp. DEW79,Methanosphaera,1945576.3
Methanosphaera stadtmanae,Methanosphaera,339860.19
Methylorubrum populi,Methylorubrum,223967.5
Microbacterium hominis,Microbacterium,162426.4
Microbacterium laevaniformans,Microbacterium,36807.3
Microbacterium oleivorans,Microbacterium,273677.7
Microbacterium sp. H6,Microbacterium,421122.3
Microbacterium sp. HSID17254,Microbacterium,2419509.3
Microbacterium sp. UMB0228,Microbacterium,2029109.3
Microbulbifer aggregans,Microbulbifer,1769779.3
Microbulbifer mangrovi,Microbulbifer,927787.3
Micrococcus luteus,Micrococcus,596312.3
Micrococcus lylae,Micrococcus,1273.6
Micrococcus sp. FDAARGOS_333,Micrococcus,1930558.3
Micrococcus sp. HMSC067E09,Micrococcus,1739367.3
Micrococcus sp. HMSC30C05,Micrococcus,1581070.4
Micrococcus sp. HMSC31B01,Micrococcus,1581073.3
Micrococcus sp. HSID17227,Micrococcus,2419506.3
Micrococcus sp. HSID17228,Micrococcus,2419507.3
Micrococcus sp. HSID17245,Micrococcus,2419508.3
Micromonospora sp. HM134,Micromonospora,2583243.3
Microvirga massiliensis,Microvirga,1033741.6
Mitsuokella multacida,Mitsuokella,500635.8
Mitsuokella sp. AF21-1AC,Mitsuokella,2292235.3
Mitsuokella sp. AF33-22,Mitsuokella,2292047.3
Mitsuokella sp. oral taxon 131,Mitsuokella,1321781.3
Mixta calida,Mixta,1440767.3
Mixta gaviniae,Mixta,665914.3
Mobiluncus curtisii,Mobiluncus,548479.6
Mobiluncus curtisii subsp. curtisii,Mobiluncus,585198.7
Mobiluncus holmesii,Mobiluncus,887899.3
Mobiluncus mulieris,Mobiluncus,596328.3
Moellerella wisconsensis,Moellerella,1354267.4
Mogibacterium diversum,Mogibacterium,114527.3
Mogibacterium pumilum,Mogibacterium,86332.3
Monoglobus pectinilyticus,Monoglobus,1981510.4
Moraxella atlantae,Moraxella,34059.5
Moraxella canis,Moraxella,90239.3
Moraxella catarrhalis,Moraxella,857572.3
Moraxella lacunata,Moraxella,477.6
Moraxella lincolnii,Moraxella,90241.3
Moraxella nonliquefaciens,Moraxella,478.6
Moraxella osloensis,Moraxella,34062.36
Moraxella sp.,Moraxella,479.6
Moraxella sp. HMSC061H09,Moraxella,1715217.3
Morganella morganii,Morganella,582.13
Morganella morganii subsp. morganii,Morganella,1353982.3
Morganella sp. HMSC11D09,Morganella,1581087.4
Mycobacterium attenuatum,Mycobacterium,2341086.3
Mycobacterium avium,Mycobacterium,243243.7
Mycobacterium avium subsp. avium,Mycobacterium,1299330.3
Mycobacterium avium subsp. hominissuis,Mycobacterium,1402966.3
Mycobacterium avium subsp. paratuberculosis,Mycobacterium,1078003.3
Mycobacterium basiliense,Mycobacterium,2094119.3
Mycobacterium bohemicum,Mycobacterium,56425.4
Mycobacterium canettii,Mycobacterium,1205676.3
Mycobacterium celatum,Mycobacterium,28045.4
Mycobacterium chimaera,Mycobacterium,222805.80
Mycobacterium colombiense,Mycobacterium,1041522.3
Mycobacterium conspicuum,Mycobacterium,44010.3
Mycobacterium europaeum,Mycobacterium,761804.4
Mycobacterium florentinum,Mycobacterium,292462.3
Mycobacterium fragae,Mycobacterium,1260918.5
Mycobacterium gastri,Mycobacterium,1436723.3
Mycobacterium genavense,Mycobacterium,1408452.3
Mycobacterium gordonae,Mycobacterium,1778.10
Mycobacterium haemophilum,Mycobacterium,29311.20
Mycobacterium heckeshornense,Mycobacterium,110505.5
Mycobacterium innocens,Mycobacterium,2341083.3
Mycobacterium interjectum,Mycobacterium,33895.5
Mycobacterium intermedium,Mycobacterium,28445.5
Mycobacterium intracellulare,Mycobacterium,1299331.5
Mycobacterium intracellulare subsp. yongonense,Mycobacterium,1203599.10
Mycobacterium kansasii,Mycobacterium,1299326.5
Mycobacterium kubicae,Mycobacterium,120959.3
Mycobacterium kyorinense,Mycobacterium,487514.26
Mycobacterium lacus,Mycobacterium,169765.3
Mycobacterium leprae,Mycobacterium,1297123.3
Mycobacterium lepromatosis,Mycobacterium,480418.7
Mycobacterium malmoense,Mycobacterium,1780.23
Mycobacterium marinum,Mycobacterium,1781.38
Mycobacterium marseillense,Mycobacterium,701042.6
Mycobacterium nebraskense,Mycobacterium,244292.3
Mycobacterium orygis,Mycobacterium,1305739.3
Mycobacterium paraense,Mycobacterium,767916.5
Mycobacterium paraffinicum,Mycobacterium,53378.3
Mycobacterium paragordonae,Mycobacterium,1389713.6
Mycobacterium parascrofulaceum,Mycobacterium,525368.3
Mycobacterium parmense,Mycobacterium,185642.3
Mycobacterium persicum,Mycobacterium,1487726.5
Mycobacterium pseudokansasii,Mycobacterium,2341080.3
Mycobacterium riyadhense,Mycobacterium,486698.3
Mycobacterium saskatchewanense,Mycobacterium,220927.3
Mycobacterium sherrisii,Mycobacterium,243061.5
Mycobacterium shigaense,Mycobacterium,722731.5
Mycobacterium shimoidei,Mycobacterium,29313.4
Mycobacterium simiae,Mycobacterium,1784.26
Mycobacterium sp. 96-892,Mycobacterium,1855664.3
Mycobacterium sp. ACS1612,Mycobacterium,1834117.3
Mycobacterium sp. ACS4054,Mycobacterium,1834119.3
Mycobacterium sp. ACS4331,Mycobacterium,1834121.3
Mycobacterium sp. H4Y,Mycobacterium,1168288.3
Mycobacterium sp. IEC1808,Mycobacterium,1743230.3
Mycobacterium sp. JS623,Mycobacterium,710686.3
Mycobacterium sp. MAC_011194_8550,Mycobacterium,1335321.3
Mycobacterium sp. MAC_080597_8934,Mycobacterium,1335322.3
Mycobacterium sp. MHSD3,Mycobacterium,418031.3
Mycobacterium sp. MK136,Mycobacterium,2341084.3
Mycobacterium sp. MK191,Mycobacterium,2341085.3
Mycobacterium sp. MK21,Mycobacterium,2341081.3
Mycobacterium sp. MK35,Mycobacterium,2341082.3
Mycobacterium sp. NAZ190054,Mycobacterium,1747766.3
Mycobacterium sp. QGD 101,Mycobacterium,1867256.3
Mycobacterium sp. SCH,Mycobacterium,1885026.3
Mycobacterium sp. TKK-01-0059,Mycobacterium,1324269.3
Mycobacterium sp. UM_CSW,Mycobacterium,1370119.3
Mycobacterium sp. UM_NYF,Mycobacterium,1385419.3
Mycobacterium sp. UM_RHS,Mycobacterium,1370118.3
Mycobacterium sp. UM_WGJ,Mycobacterium,1370120.3
Mycobacterium sp. UM_WWY,Mycobacterium,1370121.3
Mycobacterium szulgai,Mycobacterium,1787.3
Mycobacterium talmoniae,Mycobacterium,1858794.4
Mycobacterium triplex,Mycobacterium,47839.7
Mycobacterium tuberculosis,Mycobacterium,1354161.3
Mycobacterium ulcerans,Mycobacterium,1299332.3
Mycobacterium ulcerans subsp. shinshuense,Mycobacterium,1124626.4
Mycobacterium xenopi,Mycobacterium,1299333.3
Mycobacteroides abscessus,Mycobacteroides,1001721.3
Mycobacteroides abscessus subsp. abscessus,Mycobacteroides,1185650.815
Mycobacteroides abscessus subsp. bolletii,Mycobacteroides,1299325.4
Mycobacteroides abscessus subsp. massiliense,Mycobacteroides,1962118.312
Mycobacteroides chelonae,Mycobacteroides,1299322.3
Mycobacteroides franklinii,Mycobacteroides,948102.3
Mycobacteroides immunogenum,Mycobacteroides,83262.18
Mycobacteroides saopaulense,Mycobacteroides,1578165.6
Mycolicibacillus koreensis,Mycolicibacillus,1069220.10
Mycolicibacillus trivialis,Mycolicibacillus,1798.4
Mycolicibacter arupensis,Mycolicibacter,342002.3
Mycolicibacter engbaekii,Mycolicibacter,188915.3
Mycolicibacter heraklionensis,Mycolicibacter,512402.5
Mycolicibacter kumamotonensis,Mycolicibacter,354243.3
Mycolicibacter longobardus,Mycolicibacter,1108812.3
Mycolicibacter senuensis,Mycolicibacter,386913.3
Mycolicibacter terrae,Mycolicibacter,1788.3
Mycolicibacterium aubagnense,Mycolicibacterium,319707.12
Mycolicibacterium canariasense,Mycolicibacterium,228230.4
Mycolicibacterium conceptionense,Mycolicibacterium,451644.9
Mycolicibacterium confluentis,Mycolicibacterium,28047.3
Mycolicibacterium cosmeticum,Mycolicibacterium,258533.7
Mycolicibacterium diernhoferi,Mycolicibacterium,1801.4
Mycolicibacterium doricum,Mycolicibacterium,126673.3
Mycolicibacterium elephantis,Mycolicibacterium,81858.6
Mycolicibacterium flavescens,Mycolicibacterium,1776.13
Mycolicibacterium fortuitum,Mycolicibacterium,1451190.3
Mycolicibacterium fortuitum subsp. fortuitum,Mycolicibacterium,1214102.3
Mycolicibacterium goodii,Mycolicibacterium,134601.8
Mycolicibacterium hassiacum,Mycolicibacterium,1122247.4
Mycolicibacterium holsaticum,Mycolicibacterium,152142.9
Mycolicibacterium iranicum,Mycolicibacterium,1370125.3
Mycolicibacterium llatzerense,Mycolicibacterium,280871.6
Mycolicibacterium mageritense,Mycolicibacterium,1087053.3
Mycolicibacterium moriokaense,Mycolicibacterium,39691.9
Mycolicibacterium mucogenicum,Mycolicibacterium,1226753.4
Mycolicibacterium obuense,Mycolicibacterium,1807.13
Mycolicibacterium peregrinum,Mycolicibacterium,43304.7
Mycolicibacterium phlei,Mycolicibacterium,1150599.3
Mycolicibacterium phocaicum,Mycolicibacterium,319706.12
Mycolicibacterium porcinum,Mycolicibacterium,39693.11
Mycolicibacterium senegalense,Mycolicibacterium,1796.5
Mycolicibacterium septicum,Mycolicibacterium,1341646.3
Mycolicibacterium setense,Mycolicibacterium,431269.7
Mycolicibacterium smegmatis,Mycolicibacterium,1772.35
Mycolicibacterium sp. NCC-Tsukiji,Mycolicibacterium,2185272.3
Mycolicibacterium vaccae,Mycolicibacterium,1194972.3
Mycolicibacterium vulneris,Mycolicibacterium,547163.8
Mycolicibacterium wolinskyi,Mycolicibacterium,59750.5
Mycoplasma capricolum subsp. capricolum,Mycoplasma,40479.11
Mycoplasma fermentans,Mycoplasma,1337387.3
Mycoplasma flocculare,Mycoplasma,1004152.3
Mycoplasma genitalium,Mycoplasma,243273.25
Mycoplasma hominis,Mycoplasma,1267000.3
Mycoplasma orale,Mycoplasma,1266996.3
Mycoplasma penetrans,Mycoplasma,272633.4
Mycoplasma pirum,Mycoplasma,1430898.3
Mycoplasma pneumoniae,Mycoplasma,1213463.3
Mycoplasma sp. CAG,Mycoplasma,1262904.3
Myroides injenensis,Myroides,1008457.3
Myroides marinus,Myroides,703342.4
Myroides odoratimimus,Myroides,76832.8
Myroides sp. A21,Myroides,1583100.3
Neglecta sp.,Neglecta,1924106.5
Neisseria animalis,Neisseria,492.6
Neisseria animaloris,Neisseria,326522.6
Neisseria bacilliformis,Neisseria,888742.3
Neisseria bergeri,Neisseria,1906581.4
Neisseria canis,Neisseria,493.6
Neisseria cinerea,Neisseria,546262.4
Neisseria dumasiana,Neisseria,1931273.3
Neisseria elongata,Neisseria,495.9
Neisseria elongata subsp. glycolytica,Neisseria,546263.3
Neisseria flavescens,Neisseria,546264.5
Neisseria gonorrhoeae,Neisseria,485.291
Neisseria lactamica,Neisseria,546265.5
Neisseria macacae,Neisseria,997348.4
Neisseria meningitidis,Neisseria,487.1583
Neisseria mucosa,Neisseria,546266.6
Neisseria perflava,Neisseria,33053.6
Neisseria polysaccharea,Neisseria,546267.4
Neisseria sicca,Neisseria,933266.3
Neisseria sp.,Neisseria,192066.3
Neisseria sp. 74A18,Neisseria,1696094.3
Neisseria sp. 83E34,Neisseria,1692264.3
Neisseria sp. HMSC03D10,Neisseria,1581049.18
Neisseria sp. HMSC055F11,Neisseria,1715117.3
Neisseria sp. HMSC055H02,Neisseria,1739411.3
Neisseria sp. HMSC056A03,Neisseria,1739544.3
Neisseria sp. HMSC056A04,Neisseria,1715047.3
Neisseria sp. HMSC058F07,Neisseria,1715175.3
Neisseria sp. HMSC059F02,Neisseria,1715048.3
Neisseria sp. HMSC061B04,Neisseria,1715140.3
Neisseria sp. HMSC061E12,Neisseria,1739301.3
Neisseria sp. HMSC061H08,Neisseria,1715154.3
Neisseria sp. HMSC063B05,Neisseria,1739328.3
Neisseria sp. HMSC064D07,Neisseria,1715087.3
Neisseria sp. HMSC064E01,Neisseria,1715052.3
Neisseria sp. HMSC064F03,Neisseria,1715037.3
Neisseria sp. HMSC064F04,Neisseria,1739440.3
Neisseria sp. HMSC065C04,Neisseria,1739524.3
Neisseria sp. HMSC065D04,Neisseria,1739542.3
